,name,length,Left extract,long/short name,CONCATENATE,Upper case name,Lower case,Proper function,avg_rating,corrected rating,New corrected reationg,review in K,reviews_count,and,or,company_type,,Head_Quarters,,Company_Age,COMPANY DETAIL,No_of_Employee
9367,On Demand Agility ...,21,On ,longname,On Demand Agility ... Is great,ON DEMAND AGILITY ...,on demand agility ...,On Demand Agility ...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 3 more",FALSE,16,Establish,1k-5k employees Global)
9368,Aga Khan Rural Sup...,21,Aga,longname,Aga Khan Rural Sup... Is great,AGA KHAN RURAL SUP...,aga khan rural sup...,Aga Khan Rural Sup...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,Ahmedabad + 9 more,FALSE,40,Establish,51-200 employees Global)
9369,Ineos Styrolution,17,Ine,longname,Ineos Styrolution Is great,INEOS STYROLUTION,ineos styrolution,Ineos Styrolution,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Public,0,"Vadodara/Baroda,Gujarat + 4 more",FALSE,49,Establish,1k-5k employees Global)
9370,Blue Rose Technolo...,21,Blu,longname,Blue Rose Technolo... Is great,BLUE ROSE TECHNOLO...,blue rose technolo...,Blue Rose Technolo...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,"Miami,Florida + 5 more",FALSE,12,Establish,501-1k employees Global)
9371,Toshniwal Industri...,21,Tos,longname,Toshniwal Industri... Is great,TOSHNIWAL INDUSTRI...,toshniwal industri...,Toshniwal Industri...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,Ajmer + 2 more,FALSE,63,Establish,501-1k employees Global)
9372,National Chemical ...,21,Nat,longname,National Chemical ... Is great,NATIONAL CHEMICAL ...,national chemical ...,National Chemical ...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Public,0,Pune,FALSE,72,Establish,201-500 employees Global)
9373,ARCOP Associates,16,ARC,longname,ARCOP Associates Is great,ARCOP ASSOCIATES,arcop associates,Arcop Associates,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,New Delhi + 3 more,FALSE,52,Establish,201-500 employees Global)
9374,Singhi & Co.,12,Sin,longname,Singhi & Co. Is great,SINGHI & CO.,singhi & co.,Singhi & Co.,3.2,3.2,3.2,42 Reviews),0,0,FALSE,Partnership,0,Kolkata + 6 more,FALSE,82,Establish,501-1k employees Global)
9375,AIMS,4,AIM,short name,AIMS Is great,AIMS,aims,Aims,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,Vienna + 17 more,FALSE,18,Establish,201-500 employees Global)
9376,Polytechnic Colleg...,21,Pol,longname,Polytechnic Colleg... Is great,POLYTECHNIC COLLEG...,polytechnic colleg...,Polytechnic Colleg...,3.6,3.7,4.1,42 Reviews),0,0,TRUE,Hyderabad/Secunderabad + 18 more,0,,FALSE,,Startup,
9377,SGD PHARMA,10,SGD,short name,SGD PHARMA Is great,SGD PHARMA,sgd pharma,Sgd Pharma,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Private,0,"Puteaux,Haut De Seine + 1 more",FALSE,126,Establish,1k-5k employees Global)
9378,Dr. Mehta's Hospit...,21,Dr.,longname,Dr. Mehta's Hospit... Is great,DR. MEHTA'S HOSPIT...,dr. mehta's hospit...,Dr. Mehta'S Hospit...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,Chennai + 3 more,FALSE,89,Establish,201-500 employees Global)
9379,Kamachi Group,13,Kam,longname,Kamachi Group Is great,KAMACHI GROUP,kamachi group,Kamachi Group,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Public,0,Chennai,FALSE,44,Establish,1k-5k employees Global)
9380,Lloyd Healthcare,16,Llo,longname,Lloyd Healthcare Is great,LLOYD HEALTHCARE,lloyd healthcare,Lloyd Healthcare,4,4,4,42 Reviews),0,0,FALSE,Private,0,Mumbai + 10 more,TRUE,11,Establish,
9381,Enviro Infra Engin...,21,Env,longname,Enviro Infra Engin... Is great,ENVIRO INFRA ENGIN...,enviro infra engin...,Enviro Infra Engin...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,New Delhi + 6 more,FALSE,13,Establish,11-50 employees Global)
9382,Aqua Tech Systems,17,Aqu,longname,Aqua Tech Systems Is great,AQUA TECH SYSTEMS,aqua tech systems,Aqua Tech Systems,4,4,4,42 Reviews),0,0,FALSE,Private,0,"Canonsburg,PA + 5 more",FALSE,41,Establish,11-50 employees India)
9383,Arth Design Build,17,Art,longname,Arth Design Build Is great,ARTH DESIGN BUILD,arth design build,Arth Design Build,3.9,4,4.4,42 Reviews),0,0,TRUE,Private,0,Singapore,FALSE,8,Startup,51-200 employees India)
9384,Al Asab General Tr...,21,Al ,longname,Al Asab General Tr... Is great,AL ASAB GENERAL TR...,al asab general tr...,Al Asab General Tr...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Abu Dhabi,0,36,FALSE,1k-5k employees Global),Establish,
9385,Synchroserve Globa...,21,Syn,longname,Synchroserve Globa... Is great,SYNCHROSERVE GLOBA...,synchroserve globa...,Synchroserve Globa...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,"Hyderabad/Secunderabad,Telangana + 8 more",0,14,FALSE,51-200 employees Global),Establish,
9386,Jain Amar Clothing,18,Jai,longname,Jain Amar Clothing Is great,JAIN AMAR CLOTHING,jain amar clothing,Jain Amar Clothing,3.2,3.2,3.2,42 Reviews),0,0,FALSE,Gurgaon + 6 more,0,83,FALSE,1k-5k employees Global),Establish,
9387,Vestian Global Wor...,21,Ves,longname,Vestian Global Wor... Is great,VESTIAN GLOBAL WOR...,vestian global wor...,Vestian Global Wor...,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,Chicago + 4 more,FALSE,12,Establish,51-200 employees India)
9388,Infiniminds,11,Inf,longname,Infiniminds Is great,INFINIMINDS,infiniminds,Infiniminds,4,4,4,42 Reviews),0,0,FALSE,Bengaluru + 12 more,0,8,FALSE,51-200 employees India),Establish,
9389,Saggraha Managemen...,21,Sag,longname,Saggraha Managemen... Is great,SAGGRAHA MANAGEMEN...,saggraha managemen...,Saggraha Managemen...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Bengaluru + 10 more,0,8,FALSE,201-500 employees India),Establish,
9390,Jaatvedas Construc...,21,Jaa,longname,Jaatvedas Construc... Is great,JAATVEDAS CONSTRUC...,jaatvedas construc...,Jaatvedas Construc...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Mumbai + 3 more,TRUE,22,Establish,201-500 employees Global)
9391,Amoda Group of Ind...,21,Amo,longname,Amoda Group of Ind... Is great,AMODA GROUP OF IND...,amoda group of ind...,Amoda Group Of Ind...,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Hyderabad + 2 more,0,18,FALSE,11-50 employees Global),Establish,
9392,Securelynkx Networ...,21,Sec,longname,Securelynkx Networ... Is great,SECURELYNKX NETWOR...,securelynkx networ...,Securelynkx Networ...,3.8,3.9,4.3,42 Reviews),0,0,TRUE,New Delhi + 6 more,0,16,FALSE,,Startup,
9393,Bharti Hospital,15,Bha,longname,Bharti Hospital Is great,BHARTI HOSPITAL,bharti hospital,Bharti Hospital,3.7,3.8,4.2,42 Reviews),0,0,TRUE,Pune + 7 more,0,,FALSE,,Startup,
9394,Novelerp,8,Nov,short name,Novelerp Is great,NOVELERP,novelerp,Novelerp,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,Mumbai,TRUE,13,Establish,501-1k employees Global)
9395,ARCTERN CONSULTING,18,ARC,longname,ARCTERN CONSULTING Is great,ARCTERN CONSULTING,arctern consulting,Arctern Consulting,3,3,3,42 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 3 more",TRUE,18,Establish,201-500 employees Global)
9396,On Demand Agility ...,21,On ,longname,On Demand Agility ... Is great,ON DEMAND AGILITY ...,on demand agility ...,On Demand Agility ...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 3 more",FALSE,16,Establish,1k-5k employees Global)
9397,Ineos Styrolution,17,Ine,longname,Ineos Styrolution Is great,INEOS STYROLUTION,ineos styrolution,Ineos Styrolution,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Public,0,"Vadodara/Baroda,Gujarat + 4 more",FALSE,49,Establish,1k-5k employees Global)
9398,Stellar Group,13,Ste,longname,Stellar Group Is great,STELLAR GROUP,stellar group,Stellar Group,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,Noida + 6 more,FALSE,26,Establish,201-500 employees Global)
9399,People Prime World...,21,Peo,longname,People Prime World... Is great,PEOPLE PRIME WORLD...,people prime world...,People Prime World...,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Hyderabad + 2 more,0,10,FALSE,201-500 employees Global),Establish,
9400,Modern Informatics,18,Mod,longname,Modern Informatics Is great,MODERN INFORMATICS,modern informatics,Modern Informatics,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,"Navi Mumbai,Maharashtra + 5 more",FALSE,11,Establish,201-500 employees Global)
9401,Rural Development ...,21,Rur,longname,Rural Development ... Is great,RURAL DEVELOPMENT ...,rural development ...,Rural Development ...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Ananthapuram + 5 more,0,53,FALSE,1k-5k employees Global),Establish,
9402,NMC Hospital,12,NMC,longname,NMC Hospital Is great,NMC HOSPITAL,nmc hospital,Nmc Hospital,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Abu Dhabi + 5 more,0,47,FALSE,10k-50k employees Global),Establish,
9403,Astec LifeSciences,18,Ast,longname,Astec LifeSciences Is great,ASTEC LIFESCIENCES,astec lifesciences,Astec Lifesciences,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 2 more",TRUE,28,Establish,
9404,Merlin Group,12,Mer,longname,Merlin Group Is great,MERLIN GROUP,merlin group,Merlin Group,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Kolkata + 1 more,0,38,FALSE,51-200 employees Global),Establish,
9405,Greendot Health Fo...,21,Gre,longname,Greendot Health Fo... Is great,GREENDOT HEALTH FO...,greendot health fo...,Greendot Health Fo...,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Faridabad + 9 more,0,13,FALSE,501-1k employees Global),Establish,
9406,Vastu Vihar,11,Vas,longname,Vastu Vihar Is great,VASTU VIHAR,vastu vihar,Vastu Vihar,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Patna + 13 more,0,28,FALSE,1k-5k employees Global),Establish,
9407,Bhailal Amin Gener...,21,Bha,longname,Bhailal Amin Gener... Is great,BHAILAL AMIN GENER...,bhailal amin gener...,Bhailal Amin Gener...,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Public,0,"Vadodara,Gujarat",FALSE,58,Establish,201-500 employees Global)
9408,Indo Shell Mould,16,Ind,longname,Indo Shell Mould Is great,INDO SHELL MOULD,indo shell mould,Indo Shell Mould,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Public,0,Coimbatore + 1 more,FALSE,49,Establish,51-200 employees Global)
9409,Real Image Media T...,21,Rea,longname,Real Image Media T... Is great,REAL IMAGE MEDIA T...,real image media t...,Real Image Media T...,4,4,4,42 Reviews),0,0,FALSE,Private,0,Chennai + 7 more,FALSE,36,Establish,201-500 employees Global)
9410,Gammon Infrastruct...,21,Gam,longname,Gammon Infrastruct... Is great,GAMMON INFRASTRUCT...,gammon infrastruct...,Gammon Infrastruct...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Public,0,Mumbai + 11 more,TRUE,21,Establish,51-200 employees Global)
9411,Paramount Coaching...,21,Par,longname,Paramount Coaching... Is great,PARAMOUNT COACHING...,paramount coaching...,Paramount Coaching...,3.3,3.3,3.3,42 Reviews),0,0,FALSE,Private,0,New Delhi + 9 more,FALSE,16,Establish,201-500 employees Global)
9412,Blue Rose Technolo...,21,Blu,longname,Blue Rose Technolo... Is great,BLUE ROSE TECHNOLO...,blue rose technolo...,Blue Rose Technolo...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,"Miami,Florida + 5 more",FALSE,12,Establish,501-1k employees Global)
9413,Annalect,8,Ann,short name,Annalect Is great,ANNALECT,annalect,Annalect,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,"New York,New York + 1 more",FALSE,12,Establish,1k-5k employees Global)
9414,Aqua Tech Systems,17,Aqu,longname,Aqua Tech Systems Is great,AQUA TECH SYSTEMS,aqua tech systems,Aqua Tech Systems,4,4,4,42 Reviews),0,0,FALSE,Private,0,"Canonsburg,PA + 5 more",FALSE,41,Establish,11-50 employees India)
9415,SGD PHARMA,10,SGD,short name,SGD PHARMA Is great,SGD PHARMA,sgd pharma,Sgd Pharma,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Private,0,"Puteaux,Haut De Seine + 1 more",FALSE,126,Establish,1k-5k employees Global)
9416,Dr. Mehta's Hospit...,21,Dr.,longname,Dr. Mehta's Hospit... Is great,DR. MEHTA'S HOSPIT...,dr. mehta's hospit...,Dr. Mehta'S Hospit...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,Chennai + 3 more,FALSE,89,Establish,201-500 employees Global)
9417,Arth Design Build,17,Art,longname,Arth Design Build Is great,ARTH DESIGN BUILD,arth design build,Arth Design Build,3.9,4,4.4,42 Reviews),0,0,TRUE,Private,0,Singapore,FALSE,8,Startup,51-200 employees India)
9418,Kare Partners Hear...,21,Kar,longname,Kare Partners Hear... Is great,KARE PARTNERS HEAR...,kare partners hear...,Kare Partners Hear...,3.1,3.1,3.6,42 Reviews),0,0,FALSE,Private,0,"Chandigarh,Chandigarh + 8 more",FALSE,10,Startup,51-200 employees Global)
9419,Samrin Services,15,Sam,longname,Samrin Services Is great,SAMRIN SERVICES,samrin services,Samrin Services,2.6,2.7,3.1,42 Reviews),0,0,TRUE,"Mumbai,Maharashtra + 1 more",0,13,FALSE,,Startup,
9420,Shri Ram Murti Sma...,21,Shr,longname,Shri Ram Murti Sma... Is great,SHRI RAM MURTI SMA...,shri ram murti sma...,Shri Ram Murti Sma...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,Bareilly + 1 more,FALSE,32,Establish,501-1k employees Global)
9421,Navkar Corporation,18,Nav,longname,Navkar Corporation Is great,NAVKAR CORPORATION,navkar corporation,Navkar Corporation,4,4,4,42 Reviews),0,0,FALSE,Public,0,Panvel + 4 more,FALSE,14,Establish,201-500 employees Global)
9422,United Electronics...,21,Uni,longname,United Electronics... Is great,UNITED ELECTRONICS...,united electronics...,United Electronics...,4.7,4.7,4.7,42 Reviews),0,0,TRUE,Private,0,Al-Khobar + 12 more,FALSE,19,Establish,11-50 employees India)
9423,Dangee Dums,11,Dan,longname,Dangee Dums Is great,DANGEE DUMS,dangee dums,Dangee Dums,3.2,3.2,3.2,42 Reviews),0,0,FALSE,Public,0,"Ahmedabad,Gujarat + 1 more",FALSE,11,Establish,501-1k employees Global)
9424,Simeio Solutions,16,Sim,longname,Simeio Solutions Is great,SIMEIO SOLUTIONS,simeio solutions,Simeio Solutions,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,"Mumbai,Maharashtra + 1 more",TRUE,13,Establish,201-500 employees India)
9425,Axis Asset Managem...,21,Axi,longname,Axis Asset Managem... Is great,AXIS ASSET MANAGEM...,axis asset managem...,Axis Asset Managem...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,Mumbai + 21 more,TRUE,13,Establish,501-1k employees Global)
9426,The Institute Of C...,21,The,longname,The Institute Of C... Is great,THE INSTITUTE OF C...,the institute of c...,The Institute Of C...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,New Delhi + 26 more,0,73,FALSE,501-1k employees Global),Establish,
9427,Exemed Pharmaceuti...,21,Exe,longname,Exemed Pharmaceuti... Is great,EXEMED PHARMACEUTI...,exemed pharmaceuti...,Exemed Pharmaceuti...,3.7,3.8,4.2,42 Reviews),0,0,TRUE,Vadodara + 2 more,0,13,FALSE,,Startup,
9428,Trackpoint Gps,14,Tra,longname,Trackpoint Gps Is great,TRACKPOINT GPS,trackpoint gps,Trackpoint Gps,3.7,3.7,4.2,42 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 6 more",TRUE,10,Startup,201-500 employees Global)
9429,Appsquadz Software...,21,App,longname,Appsquadz Software... Is great,APPSQUADZ SOFTWARE...,appsquadz software...,Appsquadz Software...,3.6,3.7,4.1,42 Reviews),0,0,TRUE,Private,0,"Noida,Uttar Pradesh",FALSE,8,Startup,51-200 employees India)
9430,InfoVision Labs,15,Inf,longname,InfoVision Labs Is great,INFOVISION LABS,infovision labs,Infovision Labs,3.7,3.7,3.7,42 Reviews),0,0,FALSE,"Pune,Maharashtra + 1 more",0,8,FALSE,201-500 employees Global),Establish,
9431,Avon Global Soluti...,21,Avo,longname,Avon Global Soluti... Is great,AVON GLOBAL SOLUTI...,avon global soluti...,Avon Global Soluti...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,Chennai + 9 more,FALSE,19,Establish,201-500 employees Global)
9432,Smartchem Technolo...,21,Sma,longname,Smartchem Technolo... Is great,SMARTCHEM TECHNOLO...,smartchem technolo...,Smartchem Technolo...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Public,0,Pune + 12 more,FALSE,35,Establish,
9433,Sigma Trade Wings,17,Sig,longname,Sigma Trade Wings Is great,SIGMA TRADE WINGS,sigma trade wings,Sigma Trade Wings,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Lucknow,0,24,FALSE,201-500 employees Global),Establish,
9434,Emkay Global Finan...,21,Emk,longname,Emkay Global Finan... Is great,EMKAY GLOBAL FINAN...,emkay global finan...,Emkay Global Finan...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 11 more",TRUE,27,Establish,501-1k employees Global)
9435,Transocean,10,Tra,short name,Transocean Is great,TRANSOCEAN,transocean,Transocean,4.8,4.8,4.8,42 Reviews),0,0,TRUE,Private,0,Steinhausen + 4 more,FALSE,102,Establish,1k-5k employees Global)
9436,Monocept,8,Mon,short name,Monocept Is great,MONOCEPT,monocept,Monocept,4,4,4.5,42 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 2 more",FALSE,10,Startup,51-200 employees Global)
9437,ITTI,4,ITT,short name,ITTI Is great,ITTI,itti,Itti,4,4,4,42 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 1 more",TRUE,29,Establish,201-500 employees Global)
9438,MPOnline,8,MPO,short name,MPOnline Is great,MPONLINE,mponline,Mponline,4,4,4,42 Reviews),0,0,FALSE,Public,0,Bhopal + 3 more,FALSE,16,Establish,501-1k employees Global)
9439,Sharp & Tannan Ass...,21,Sha,longname,Sharp & Tannan Ass... Is great,SHARP & TANNAN ASS...,sharp & tannan ass...,Sharp & Tannan Ass...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,"Mumbai,Maharashtra + 5 more",TRUE,90,Establish,201-500 employees Global)
9440,Supreme Court of I...,21,Sup,longname,Supreme Court of I... Is great,SUPREME COURT OF I...,supreme court of i...,Supreme Court Of I...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,New Delhi + 2 more,FALSE,72,Establish,1k-5k employees Global)
9441,Dorsch,6,Dor,short name,Dorsch Is great,DORSCH,dorsch,Dorsch,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Frankfurt + 4 more,FALSE,71,Establish,1k-5k employees Global)
9442,TransSys Solutions,18,Tra,longname,TransSys Solutions Is great,TRANSSYS SOLUTIONS,transsys solutions,Transsys Solutions,3.9,3.9,3.9,42 Reviews),0,0,FALSE,"Dubai,Dubai + 1 more",0,12,FALSE,201-500 employees Global),Establish,
9443,Lotus Wireless Tec...,21,Lot,longname,Lotus Wireless Tec... Is great,LOTUS WIRELESS TEC...,lotus wireless tec...,Lotus Wireless Tec...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Visakhapatnam + 5 more,0,18,FALSE,201-500 employees Global),Establish,
9444,Rural Development ...,21,Rur,longname,Rural Development ... Is great,RURAL DEVELOPMENT ...,rural development ...,Rural Development ...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Ananthapuram + 5 more,0,53,FALSE,1k-5k employees Global),Establish,
9445,NMC Hospital,12,NMC,longname,NMC Hospital Is great,NMC HOSPITAL,nmc hospital,Nmc Hospital,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Abu Dhabi + 5 more,0,47,FALSE,10k-50k employees Global),Establish,
9446,Astec LifeSciences,18,Ast,longname,Astec LifeSciences Is great,ASTEC LIFESCIENCES,astec lifesciences,Astec Lifesciences,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Public,0,"Mumbai,Maharashtra + 2 more",TRUE,28,Establish,
9447,Merlin Group,12,Mer,longname,Merlin Group Is great,MERLIN GROUP,merlin group,Merlin Group,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Kolkata + 1 more,0,38,FALSE,51-200 employees Global),Establish,
9448,Jse Engineering,15,Jse,longname,Jse Engineering Is great,JSE ENGINEERING,jse engineering,Jse Engineering,2.9,2.9,2.9,42 Reviews),0,0,FALSE,Private,0,Chennai + 6 more,FALSE,17,Establish,51-200 employees Global)
9449,Amogha Polymers,15,Amo,longname,Amogha Polymers Is great,AMOGHA POLYMERS,amogha polymers,Amogha Polymers,4.4,4.5,4.9,42 Reviews),0,0,TRUE,Coimbatore + 13 more,0,6,FALSE,,Startup,
9450,HostBooks,9,Hos,short name,HostBooks Is great,HOSTBOOKS,hostbooks,Hostbooks,2.6,2.6,2.6,42 Reviews),0,0,FALSE,"Gurgaon/Gurugram,Haryana",0,13,FALSE,201-500 employees Global),Establish,
9451,Ujala Credit Co-Op...,21,Uja,longname,Ujala Credit Co-Op... Is great,UJALA CREDIT CO-OP...,ujala credit co-op...,Ujala Credit Co-Op...,4.3,4.3,4.8,42 Reviews),0,0,TRUE,Public,0,New Delhi + 17 more,FALSE,10,Startup,51-200 employees India)
9452,Oloop Technology S...,21,Olo,longname,Oloop Technology S... Is great,OLOOP TECHNOLOGY S...,oloop technology s...,Oloop Technology S...,4.4,4.4,4.4,42 Reviews),0,0,TRUE,"Aurora,Illinois + 4 more",0,11,FALSE,51-200 employees Global),Establish,
9453,FINE COMPONENTS AN...,21,FIN,longname,FINE COMPONENTS AN... Is great,FINE COMPONENTS AN...,fine components an...,Fine Components An...,4,4,4,42 Reviews),0,0,FALSE,Private,0,Bengaluru + 2 more,FALSE,25,Establish,51-200 employees Global)
9454,Grownmind Educatio...,21,Gro,longname,Grownmind Educatio... Is great,GROWNMIND EDUCATIO...,grownmind educatio...,Grownmind Educatio...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Noida + 2 more,0,10,FALSE,11-50 employees Global),Establish,
9455,SGS India Pvt Ltd ...,21,SGS,longname,SGS India Pvt Ltd ... Is great,SGS INDIA PVT LTD ...,sgs india pvt ltd ...,Sgs India Pvt Ltd ...,3.7,3.8,4.2,42 Reviews),0,0,TRUE,Kolkata + 17 more,0,,FALSE,,Startup,
9456,Hetero Biopharma,16,Het,longname,Hetero Biopharma Is great,HETERO BIOPHARMA,hetero biopharma,Hetero Biopharma,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Hyderabad,0,13,FALSE,1k-5k employees Global),Establish,
9457,Swissôtel,10,Swi,short name,Swissôtel Is great,SWISSôTEL,swiss�tel,Swiss�Tel,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Zurich,0,42,FALSE,1k-5k employees India),Establish,
9458,USPL World,10,USP,short name,USPL World Is great,USPL WORLD,uspl world,Uspl World,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Bengaluru + 10 more,0,7,FALSE,501-1k employees Global),Establish,
9459,Airproducts,11,Air,longname,Airproducts Is great,AIRPRODUCTS,airproducts,Airproducts,4.2,4.2,4.2,42 Reviews),0,0,TRUE,"Trexlertown,PA + 2 more",0,82,FALSE,10k+ employees Global),Establish,
9460,AKTOR,5,AKT,short name,AKTOR Is great,AKTOR,aktor,Aktor,4.4,4.4,4.4,42 Reviews),0,0,TRUE,Private,0,Athens + 3 more,FALSE,72,Establish,5k-10k employees Global)
9461,Ib Automation Engi...,21,Ib ,longname,Ib Automation Engi... Is great,IB AUTOMATION ENGI...,ib automation engi...,Ib Automation Engi...,2.7,2.7,2.7,42 Reviews),0,0,FALSE,Private,0,Pune + 2 more,FALSE,22,Establish,
9462,Riseoo,6,Ris,short name,Riseoo Is great,RISEOO,riseoo,Riseoo,4.7,4.8,5,42 Reviews),0,0,TRUE,Private,0,"Noida,Uttar Pradesh + 1 more",FALSE,2,Startup,11-50 employees Global)
